Date,Account_Number,Customer_ID,Transaction_Type,Transaction_Amount,Balance,Branch_ID,Department,Invoice_Number,Payment_Method,Tax_Amount,Discount_Amount
2020-01-27,203355,4254,Debit,2338.6073599138062,5053.057614693322,3,Operations,604910,Cash,302.15220991073943,15.939488477140218
2020-01-28,335796,3895,Credit,1032.5918278134322,46613.48123097961,98,Sales,395830,Bank Transfer,315.0093403094137,96.80221720457386
2020-01-29,314176,3142,Credit,356.46049135389075,41509.0183366199,80,HR,963413,Cash,208.69147090023665,91.47493287276603
2020-01-30,284779,2994,Credit,1954.5344750807585,7366.566302249364,22,Finance,723090,Check,72.15602184374076,16.695017903446917
2020-01-31,447449,4445,Credit,1878.4269320453607,28684.233526087424,96,Finance,334337,Bank Transfer,46.77970345616777,12.115546126098542
2020-02-01,521909,2935,Credit,4977.85440445086,43460.85110570526,38,Operations,272857,Cash,8.33577529981655,8.54084828082653
2020-02-02,358795,4591,Debit,2287.1265208684467,29018.649016750533,72,Finance,529763,Bank Transfer,436.76713212260734,90.94436640366311
2020-02-03,586232,1899,Debit,1734.490792413782,45452.79125647049,72,HR,404962,Cash,118.23745611934727,19.362380979546078
2020-02-04,600186,1359,Credit,2944.3275329117055,47206.207023986084,62,Sales,986854,Credit Card,105.75337464088402,41.62849285443547
2020-02-05,256730,3947,Credit,534.9602311280655,21696.841587030987,57,Operations,434071,Cash,368.01770021303275,44.8851365652003
2020-02-06,970910,2719,Credit,4812.1621061785845,19488.369408909857,6,HR,821041,Bank Transfer,160.0080565436959,59.901104421356756
2020-02-07,484681,1280,Debit,3211.3042233960623,46879.73654448868,78,Finance,441609,Check,253.0223462059183,7.173534374742497
2020-02-08,249503,4266,Credit,3798.705317710154,34081.86299633374,32,Finance,845222,Check,81.25553264872815,22.675861740051594
2020-02-09,754811,2887,Debit,935.3418970521959,6685.111386060295,99,HR,850887,Check,479.8728607309846,93.1490386918926
2020-02-10,627035,4266,Debit,2106.441479725499,3072.2957119113785,10,Sales,737509,Cash,425.79070000861867,90.84101072685695
2020-02-11,748143,1666,Debit,2171.1766556413286,28666.82349886589,3,Sales,399477,Credit Card,431.89481148250167,78.12906474056922
2020-02-12,552366,1092,Credit,4126.851575115325,46578.377306482806,59,Operations,226457,Cash,203.3868742860026,1.9401245618215435
2020-02-13,165725,1671,Debit,106.05973082110627,42368.1864178851,76,Finance,378720,Check,381.1806068535864,32.70067684961021
2020-02-14,229981,2969,Credit,1574.1802309309498,34116.53957675248,49,HR,219875,Bank Transfer,71.93807769489008,62.79587353429078
2020-02-15,184654,1060,Debit,4908.058234287089,7816.676595663289,59,Sales,925837,Check,4.309501295890139,27.519021177347568
2020-02-16,691723,3681,Credit,2426.9440631804714,13457.337803686083,31,Operations,980432,Bank Transfer,9.986466289014063,90.95866950537773
2020-02-17,419030,4122,Debit,1974.3787731956404,43900.05010107819,93,Finance,566995,Credit Card,293.30086870228024,63.38894618324419
2020-02-18,428947,4474,Credit,687.1621098864671,9957.554596188123,69,Finance,655889,Bank Transfer,227.6974526239704,7.19067173164456
2020-02-19,655839,4860,Debit,4873.406680277276,14643.531004271294,62,Operations,954378,Cash,259.00767445425987,90.9005588835703
2020-02-20,373538,2028,Credit,198.1291440365399,7350.431908576656,52,Operations,414260,Cash,3.7315702086097025,95.77666581762226
2020-02-21,431236,2489,Credit,3712.1831025354913,34129.30333930614,89,Sales,617965,Cash,211.34330982871285,7.771241839172549
2020-02-22,628178,1603,Credit,3866.1390434636915,47255.132962797274,41,HR,610472,Bank Transfer,359.0340806004304,53.23602348613149
2020-02-23,665894,1681,Credit,1293.9179087129464,14179.433548173913,31,Finance,728474,Cash,221.34685098371793,30.336428221417044
2020-02-24,589492,4900,Debit,3390.636373703883,24294.923784653613,85,HR,949326,Cash,366.1096031561111,39.283907648140236
2020-02-25,356840,3581,Debit,555.3528074590106,32082.64724584901,84,Finance,789995,Cash,116.50948219841739,17.965121795534188
2020-02-26,573254,2428,Credit,1359.5316055171913,49973.846162565904,22,Finance,893897,Credit Card,406.57100224086275,57.807210201241254
2020-02-27,449457,3885,Debit,3960.7197426320986,6135.595184881034,4,HR,681042,Bank Transfer,294.2156202267262,95.79793532488907
2020-02-28,765987,4584,Credit,4336.962340964347,25429.96917577975,13,Operations,329047,Bank Transfer,105.38154971495311,50.30726002716091
2020-02-29,370936,3692,Credit,3081.5834220329775,19870.885875222502,45,Sales,192850,Check,118.36023792691647,8.291458139448116
2020-03-01,339931,3280,Debit,2583.5083159203646,43425.188095895406,42,Finance,996197,Bank Transfer,314.0152322847685,62.000133347740835
2020-03-02,339629,1523,Credit,880.5897010330035,24322.41881957114,49,Operations,840479,Credit Card,414.9697966062217,34.022299445125704
2020-03-03,305041,3393,Credit,409.2342620878358,6437.898704672257,20,Finance,454835,Bank Transfer,207.8138910145776,85.59251895912978
2020-03-04,798361,4117,Debit,676.4802395204373,32086.783119042597,77,Sales,663159,Credit Card,129.1502145637961,43.467814831647026
2020-03-05,831912,3593,Credit,1214.0507704708841,38768.25029493011,81,Finance,293946,Credit Card,433.5058034553002,19.28396089422456
2020-03-06,517113,2968,Credit,1774.2050592949122,1141.1813316151151,54,Sales,570949,Bank Transfer,334.63414587541746,19.110562269114496
2020-03-07,168148,2101,Credit,1966.4566750038373,43088.87758561085,36,Sales,915943,Check,224.04274364153827,76.87641807211604
2020-03-08,877089,2753,Credit,1796.9766660861173,10115.127000277616,97,Finance,967392,Cash,243.95009763965092,26.55875983073599
2020-03-09,748531,2836,Debit,1271.3711277666014,28051.398868015516,1,Finance,952208,Cash,102.1282339681982,76.7233394159223
2020-03-10,351995,4994,Debit,2597.648809083321,21374.077533685057,15,Sales,349200,Bank Transfer,313.40131503242196,20.58873107665994
2020-03-11,778843,4144,Debit,4143.901930341195,36263.03701391599,77,Operations,825527,Bank Transfer,179.3712552714443,32.16863687013094
2020-03-12,672843,3841,Credit,1470.5473385102482,19186.91912450135,17,HR,406606,Credit Card,497.82258833717464,46.54869724396994
2020-03-13,356508,3296,Credit,4717.696393600942,43618.39565740383,24,Sales,554598,Bank Transfer,240.09175763094393,94.31958496934507
2020-03-14,903591,3094,Debit,4379.349642446854,36794.32168698072,58,Finance,583410,Credit Card,242.94280309480658,93.17314247538246
2020-03-15,996942,2144,Credit,892.6446356253371,32737.94538208315,72,Finance,858741,Check,282.92589370533597,20.68718754222878
2020-03-16,206530,3261,Credit,3952.752188109763,40015.78918257986,91,Operations,656862,Bank Transfer,458.3780015593734,35.82190412430728
2020-03-17,704365,3286,Credit,2915.4781733570567,37947.12871149073,23,HR,726360,Cash,400.40904992987515,14.939938845377231
2020-03-18,922352,2079,Credit,2876.219274639951,2760.995071156113,46,Sales,535126,Cash,225.56503489892071,50.998507931349714
2020-03-19,560337,3397,Debit,2016.1095389850548,20341.983338396578,72,Sales,304603,Bank Transfer,359.349632986398,46.05825506946666
2020-03-20,824839,1106,Debit,2555.6496959918477,46609.557568508004,8,HR,780546,Credit Card,293.1177493903808,90.07601624507325
2020-03-21,905889,3878,Debit,2046.176009403134,7160.489180619084,59,Sales,778173,Cash,246.18352435062445,93.00053777910726
2020-03-22,559773,1047,Credit,2744.68983192372,37117.73097117051,90,HR,834172,Credit Card,96.15788639217526,38.35673910072921
2020-03-23,308261,4644,Debit,3176.9552585859155,48754.99875543115,59,Finance,840885,Bank Transfer,231.96813172744547,49.173794301898944
2020-03-24,864469,1336,Debit,3404.0886514043373,3557.73282320361,13,HR,964714,Bank Transfer,122.90929351128732,89.62362491461332
2020-03-25,441097,2049,Credit,2709.1578435411884,34427.50015070391,39,Sales,209779,Cash,457.4210749258273,80.67078077450614
2020-03-26,415139,3851,Credit,3634.9681299107856,23939.55292375049,28,HR,118557,Bank Transfer,167.70340674817348,0.3656311344649277
2020-03-27,271829,2280,Debit,792.2624414499784,29379.587513361384,89,Operations,259132,Check,476.1320072666861,32.00595641835825
2020-03-28,371836,3055,Debit,1138.7142054209687,5181.725487731917,61,Finance,552082,Check,266.5276450473556,42.17742419361259
2020-03-29,538974,1624,Debit,4111.801519963923,3107.3406414800347,16,Finance,434248,Cash,315.7721893380802,22.97162836832317
2020-03-30,302283,2890,Debit,1680.3870914474344,33676.46636699516,2,HR,856265,Check,271.4702222446639,19.957161589593873
2020-03-31,296769,2276,Credit,212.17974238298922,41342.162061215175,82,Sales,577793,Credit Card,64.69030848335045,3.7784506595679668
2020-04-01,661353,2715,Debit,853.5766333733524,39318.7514117154,17,Operations,761440,Cash,187.91060950397048,64.33697250697605
2020-04-02,323165,3766,Debit,1195.710729031925,27646.48066544563,30,Finance,244926,Cash,49.573056138811964,26.251029048316564
2020-04-03,723587,1302,Credit,4790.882150683477,5893.47423567273,13,Finance,823055,Credit Card,311.47702209169086,5.234717843131309
2020-04-04,635822,1638,Debit,2907.9030017611617,34714.17774796468,96,Sales,782385,Check,223.43709760021946,23.097931052806363
2020-04-05,587879,1055,Credit,4670.380628333649,12852.555294153151,93,Sales,284054,Check,388.99248578546843,80.19139528361265
2020-04-06,664685,1725,Credit,2918.300417433462,45642.3664356018,94,Operations,665369,Check,110.23524049968492,85.14891816465466
2020-04-07,882038,1525,Credit,2448.8367566754737,42075.00261773954,82,HR,854981,Cash,82.28302921466747,48.30662451933026
2020-04-08,453531,1473,Debit,1637.2656868510705,35759.765387282154,13,Sales,481325,Cash,203.1661154818839,41.607067040868614
2020-04-09,363160,1027,Debit,3071.2176277235403,47493.45183572539,43,HR,913526,Check,463.29269160919057,97.78536935017817
2020-04-10,679879,3125,Credit,782.0703206258962,2539.6692540523736,85,Operations,428910,Bank Transfer,355.2109075062059,20.05646595880699
2020-04-11,320884,4287,Debit,4501.48197373426,37073.82082797734,94,HR,969485,Check,209.46181239645932,21.535928285460848
2020-04-12,123247,4457,Debit,4163.72878519229,17181.89618748386,21,Finance,255063,Credit Card,258.63608487715527,29.186717703639975
2020-04-13,124300,1364,Credit,1655.9040945960114,45397.228398631894,55,HR,887733,Cash,42.10650558854917,17.275731828108732
2020-04-14,567281,3713,Credit,4768.707885246342,14067.084636436903,81,Operations,783970,Credit Card,492.28794818805653,37.93655982041866
2020-04-15,707086,1525,Debit,4143.483760336284,36517.968466435836,40,Operations,705751,Credit Card,333.20365234745947,91.08342269897538
2020-04-16,633556,3746,Credit,3364.9037405916947,44004.70396288829,83,Operations,790038,Cash,142.70203423171125,61.534784062857426
2020-04-17,448951,2335,Debit,696.6333645138465,3041.1841007514386,15,HR,386610,Bank Transfer,292.90419710762217,41.19465486122637
2020-04-18,374329,1882,Debit,2443.346712935554,20484.73140000977,73,Finance,573656,Check,54.741183034496984,93.44107945712148
2020-04-19,819064,2030,Debit,2579.9270187490793,38353.142569075,52,Sales,126081,Credit Card,482.9183344037918,4.846423247582232
2020-04-20,842139,2026,Debit,1239.5016559903625,23291.02558587177,74,Finance,124354,Cash,87.39249394168297,21.027617790186138
2020-04-21,532315,2646,Credit,491.83043236057955,14095.37885988617,95,HR,717585,Credit Card,324.01515902760707,56.5888605101759
2020-04-22,616588,1918,Credit,3905.945789311294,11770.46209233631,53,HR,904732,Check,122.72723126946522,61.55526231931792
2020-04-23,336584,3797,Credit,697.9717554095356,7444.3950789025175,87,Sales,164384,Bank Transfer,358.7806913242679,3.9557506562613143
2020-04-24,662332,3410,Credit,3012.0246777526963,42999.34843295783,52,HR,981459,Bank Transfer,388.4106836201405,40.30387579071322
2020-04-25,937646,2774,Debit,4688.600952029937,29192.414759326242,30,Operations,745972,Bank Transfer,336.70986445571634,64.91539648308728
2020-04-26,476896,2531,Debit,4392.915443730409,4742.862304581344,33,Operations,947324,Cash,307.24973012759625,69.80705464034016
2020-04-27,148984,4345,Credit,1460.9878563713796,19746.435854961135,57,Operations,135525,Cash,446.23454697600584,63.813990251626926
2020-04-28,402918,4577,Debit,4272.0983240012,19018.948889450385,52,Operations,106464,Bank Transfer,39.31335549487902,32.05632243609246
2020-04-29,364712,3853,Debit,101.62927999039809,9905.220344763686,9,Operations,640850,Check,165.4573828900976,9.352012359790951
2020-04-30,220151,3786,Debit,186.67026710496037,22339.873648137345,54,HR,993824,Check,124.14373981542298,42.71124464193341
2020-05-01,555808,2906,Credit,3052.510502830038,17272.868904263683,1,Sales,679802,Cash,494.00698103271077,12.875443736805547
2020-05-02,233767,4086,Credit,1887.5112738081943,17748.381569116944,44,Sales,475572,Bank Transfer,194.69488983343675,94.76236585206671
2020-05-03,748663,2215,Credit,1993.658121679821,37212.301331609975,99,Operations,212564,Check,366.30634962019934,47.51708660226283
2020-05-04,803550,2654,Debit,2865.761344326524,11939.905889754618,75,HR,470191,Check,342.3625819405023,31.725917435686757
2020-05-05,236330,1484,Credit,1039.7340324001168,32451.137983912417,98,Finance,567435,Check,106.04061873868886,76.63040711189001
2020-05-06,580754,3075,Credit,1137.601218260844,28961.83157016581,80,Finance,656922,Cash,119.49884010577566,49.79485925822639
2020-05-07,401648,1713,Credit,2474.547776392437,28836.533104555496,9,HR,886492,Bank Transfer,140.64228177651705,31.003402401245005
2020-05-08,788519,2062,Credit,3795.842367284929,33487.35996094702,32,Operations,895701,Credit Card,205.56363912968962,81.19677423908017
2020-05-09,113986,2976,Credit,3135.5389818971794,27870.719773587043,15,Sales,294215,Bank Transfer,117.1625328252634,86.7152151001122
2020-05-10,686146,2296,Credit,1557.0397363605105,44083.500627472844,12,HR,647353,Bank Transfer,9.825741373423902,67.3008166288677
2020-05-11,229312,2254,Debit,2208.6521697937137,34103.42450556273,97,Finance,365039,Cash,439.69652840359777,4.6964422407667294
2020-05-12,112666,3133,Debit,936.2573168949922,27801.199317198018,78,Finance,443003,Check,482.80491569044204,56.632288016653206
2020-05-13,400804,4545,Credit,465.68609025170036,41658.3928940946,57,Finance,767712,Check,170.78519351578396,76.32949119972817
2020-05-14,234633,1125,Credit,3935.210599646331,30701.18168174051,8,Operations,204127,Cash,169.25343971273642,13.650301208358218
2020-05-15,388998,3859,Debit,1400.3983050221534,15266.068141473772,72,Finance,196426,Cash,3.5459063871854934,22.867075138460336
2020-05-16,950937,1536,Debit,971.0553004711162,11147.65099065199,27,HR,292376,Cash,340.125344165187,88.24951050681365
2020-05-17,728776,3192,Credit,3488.9284722896646,8464.06149747126,62,HR,111962,Cash,412.71994787431436,2.0121721853074037
2020-05-18,807611,4596,Credit,3128.4532040072113,45073.30541475898,12,Finance,133302,Cash,73.30415018000159,75.2727137825976
2020-05-19,384806,4283,Credit,3202.6291674659738,35796.636158105226,65,HR,447526,Credit Card,79.83317468357536,47.37732925144229
2020-05-20,894824,3072,Credit,1221.5835637484067,46931.543470051714,42,Finance,104011,Bank Transfer,395.0416249857189,44.677215883960685
2020-05-21,130535,2603,Debit,1239.9631389571368,30561.29848003221,62,Finance,119782,Bank Transfer,308.1453741770723,0.7096532494887176
2020-05-22,475713,4465,Credit,1181.9328859496318,24196.643193250715,11,Sales,298763,Bank Transfer,22.430278813858507,81.93982309664928
2020-05-23,938688,1066,Credit,951.3877187452431,3926.107959573577,43,Operations,744942,Check,311.2734952311408,35.98249006365665
2020-05-24,451279,1232,Credit,3313.045995552116,33910.47179575546,95,Operations,532941,Credit Card,154.45886142188303,54.07656313005429
2020-05-25,921654,3156,Credit,4255.277837722067,29528.229228643326,17,Sales,633484,Bank Transfer,184.36257773542297,67.73006863356595
2020-05-26,701661,2169,Debit,3649.15560141564,49520.23578579345,97,Sales,143459,Check,384.8657091484401,70.26295764379158
2020-05-27,747972,3158,Debit,3981.2588054266616,12718.780111329908,32,Operations,711533,Credit Card,405.4675963363053,95.59800588260723
2020-05-28,589570,3275,Debit,2083.512302517479,27006.130409054957,93,Finance,622829,Credit Card,200.17831341991533,53.13399532366091
2020-05-29,556551,1110,Credit,3304.971397322791,32896.90942078556,85,Finance,703151,Check,473.57646800317735,39.97195509744276
2020-05-30,373109,2493,Credit,1835.7575781793953,32584.967562374837,85,Operations,874751,Credit Card,203.23135897603612,95.37036264917079
2020-05-31,124538,3081,Debit,2674.972647646336,28503.38360447173,40,Finance,463154,Check,385.91801761505496,64.21102350255211
2020-06-01,994498,1622,Credit,2460.0107480208253,39069.47250603405,23,Sales,132769,Bank Transfer,241.93863228212953,29.81503562765556
2020-06-02,301664,4847,Credit,966.7470112048866,11044.079266814004,56,Finance,469673,Check,448.76616326104204,12.646424540357115
2020-06-03,591234,4440,Debit,1996.685925644591,36555.732813446375,6,Finance,880721,Credit Card,453.8806218250893,84.25545014651813
2020-06-04,999684,3795,Debit,4822.7291498635195,31366.99400022137,86,HR,124700,Bank Transfer,43.70840393554193,36.21816027941516
2020-06-05,239182,3642,Debit,1318.043262803216,44907.6804779341,50,HR,871152,Bank Transfer,468.24666565511285,66.04697213644312
2020-06-06,572525,4625,Debit,755.6383077694948,42512.5275126455,37,HR,835716,Cash,412.7674207602078,47.08164193658981
2020-06-07,258338,3472,Credit,2151.045045957283,16442.20491749511,64,Finance,331237,Cash,395.6553571563334,19.892977979503833
2020-06-08,284064,3660,Credit,3972.654905714726,14535.6289237825,54,Operations,891701,Credit Card,100.45566984276122,60.16866086204651
2020-06-09,314020,2541,Debit,2952.526325921864,49101.01286876995,72,Sales,406024,Check,402.55960437733245,6.068306895068232
2020-06-10,723094,3739,Credit,3436.7766534673983,26835.99386484757,49,Finance,214003,Check,425.0663673425184,41.334245987119225
2020-06-11,997421,2305,Debit,1029.5047560559183,45414.627231807404,99,Operations,239392,Credit Card,144.57516722707547,54.661493966367104
2020-06-12,715270,4391,Debit,3132.8461457378353,9030.170165243628,11,Finance,149589,Bank Transfer,476.13003918116186,43.604697411857906
2020-06-13,745914,2761,Credit,1685.1519350662213,32498.12682520854,88,Sales,350606,Credit Card,24.930073199582125,74.86721752509908
2020-06-14,219176,4514,Debit,4188.086493178361,40683.149180668726,49,Finance,831636,Credit Card,74.95462662356984,82.79249545453125
2020-06-15,318126,2975,Credit,3183.564149452607,47422.36722973589,21,Sales,660185,Bank Transfer,268.7905690257572,77.1243074033178
2020-06-16,318969,3362,Credit,1074.39576109895,17529.66690983415,66,Finance,289637,Check,287.89623556115487,3.881294781180211
2020-06-17,222409,1876,Credit,416.62173123602213,36524.07732627857,63,Sales,786290,Credit Card,322.5750416504517,19.41287704459722
2020-06-18,647707,2989,Credit,308.9027255064604,27401.837442941334,83,Finance,812593,Check,8.484564657733229,53.66075092637743
2020-06-19,353618,4812,Debit,1919.9019814856897,3970.817377256941,28,Sales,313893,Credit Card,480.18338731106513,93.48220404438013
2020-06-20,869598,4448,Credit,1402.670569606136,34809.98712813822,17,HR,900812,Bank Transfer,22.294046367071996,83.49567750521169
2020-06-21,150015,2312,Debit,3265.8416049662897,34814.73135365433,6,Finance,832256,Bank Transfer,71.53097636170119,84.25345083518016
2020-06-22,872838,2460,Debit,2546.7357913952296,46599.73343748031,19,Finance,170934,Cash,7.00725876302849,30.32081937596749
2020-06-23,222096,3709,Debit,1403.4944622263656,25368.30986227965,56,Operations,680118,Bank Transfer,283.4292166470473,42.94478970787026
2020-06-24,731347,3324,Debit,831.265111955863,12282.295114815219,28,Operations,367673,Cash,466.1334419604861,47.070594731593744
2020-06-25,285340,2733,Credit,723.278837168503,3183.6273489852783,66,Sales,876652,Credit Card,332.9735830402321,15.737158334991042
2020-06-26,210687,2605,Credit,4336.835921488047,21366.46714760938,38,Finance,456742,Check,411.32873424021363,3.1068130244456316
2020-06-27,974371,2526,Debit,1293.0420451838495,15793.918303797589,37,Sales,857582,Bank Transfer,6.640601729290041,94.69028994605169
2020-06-28,511357,3671,Debit,3293.382174763745,38293.326995169904,68,HR,182987,Bank Transfer,271.00764923986304,24.07125856635067
2020-06-29,835716,3563,Credit,4072.3610471327047,18359.120477211283,86,Operations,673466,Bank Transfer,229.78148875276094,23.99489037236313
2020-06-30,205878,4421,Debit,3108.998424805207,47504.48861942735,90,Sales,238009,Credit Card,249.48397211039654,8.337905376875954
2020-07-01,827270,3890,Credit,4311.869635070034,48153.19994640143,49,Sales,484096,Cash,36.10659266759397,92.85077519437786
2020-07-02,298286,4517,Debit,2022.729235489525,31424.520920667695,43,Operations,664174,Credit Card,342.2176805346537,57.9737114939772
2020-07-03,873290,4901,Credit,4785.488734179847,46504.35406372926,36,Finance,673987,Check,251.61020742931723,66.70368571253539
2020-07-04,874684,3397,Debit,752.410520472675,38281.86288121028,58,Sales,700684,Credit Card,382.574424930632,91.15768872630525
2020-07-05,264899,2630,Debit,600.5326953219367,27796.122407781182,13,Operations,714966,Check,242.64531703085768,34.56201689007895
2020-07-06,424767,4735,Credit,3327.5915164164735,9835.088835716128,52,Finance,649567,Bank Transfer,74.69081811321604,62.15073111380841
2020-07-07,961882,3870,Debit,4719.872592924982,23471.29923217816,58,HR,531322,Check,324.128477038911,3.879945472888746
2020-07-08,979858,2160,Debit,4063.5289620180074,28482.84870476826,32,Operations,210776,Check,86.19318105258311,18.677252823112934
2020-07-09,479989,1758,Credit,474.44261124645203,43334.1174560155,81,Sales,725732,Cash,436.19728167740743,83.12458050899426
2020-07-10,515515,3946,Debit,1468.9017982801101,24585.335450247578,60,HR,468444,Check,306.55811953462074,76.67683563383358
2020-07-11,143585,1242,Credit,4658.562535705336,44986.058961219875,83,Finance,213793,Check,78.60194177847713,35.06426914571469
2020-07-12,471369,3590,Credit,1339.9863207238443,34043.099972149976,58,Finance,478422,Credit Card,481.16902874060344,37.681062777421246
2020-07-13,164044,2063,Debit,3927.7350765559045,7712.954089629898,99,Operations,310809,Bank Transfer,259.18273166766033,53.35544335535795
2020-07-14,542296,1228,Debit,4143.147760050649,49754.08709692956,56,Operations,271616,Credit Card,36.4492259358275,0.02410046851345493
2020-07-15,209556,3595,Debit,2527.7153069588107,26834.400376941718,28,Operations,465391,Credit Card,313.4164522075336,24.124433603802785
2020-07-16,626981,1919,Debit,1993.109658256746,20201.056524044863,1,Finance,342262,Bank Transfer,126.59945350640511,20.823180860821445
2020-07-17,981691,2246,Debit,2305.6097188568224,33296.5744590068,42,HR,633285,Bank Transfer,401.8467259386512,25.048294674976347
2020-07-18,867595,1005,Debit,1212.1270023902844,6335.772385070914,82,Finance,206102,Check,408.9110367830953,80.59058425334413
2020-07-19,300235,4393,Debit,4458.015489031337,32190.393690914363,48,Sales,972143,Check,489.4736779273309,27.967385654644318
2020-07-20,125939,1467,Credit,2308.0363179758137,25413.564024464376,40,Finance,478189,Cash,250.93476551225186,19.152132205014816
2020-07-21,252906,2755,Debit,4424.051258234889,20927.029429930575,97,Sales,665148,Credit Card,227.47843986386857,50.42634607930315
2020-07-22,642335,1074,Credit,617.898051540743,47697.98103776606,63,HR,365369,Bank Transfer,376.7378027232403,86.56450363727319
2020-07-23,388249,1003,Debit,4942.548827900644,26604.44611987061,76,Operations,734402,Check,66.23532817096329,24.134970383749987
2020-07-24,175766,2870,Debit,2272.0381284737296,11736.756494026982,72,Operations,737506,Bank Transfer,273.4577568965621,7.853624279279869
2020-07-25,508923,1645,Credit,334.3710199311168,23489.210489487632,88,Finance,622070,Check,273.1238000654255,35.64047358496647
2020-07-26,515192,1117,Debit,286.3070563635291,46049.98282406096,80,Operations,987196,Cash,44.73656140519361,74.76518245649778
2020-07-27,668550,3928,Debit,3756.415561661009,9628.678095199139,4,HR,207041,Cash,208.9920427534568,55.06905446947946
2020-07-28,487261,2629,Credit,3329.274117598036,11483.894895723608,38,Operations,474368,Bank Transfer,426.642399283601,81.67933695743474
2020-07-29,910208,3551,Debit,4030.4397348251787,1638.4488200971036,27,Finance,425800,Cash,428.07681099733014,95.9592147609234
2020-07-30,785440,3021,Debit,616.3009163687492,1695.3124203925918,9,HR,545096,Bank Transfer,49.6188324598405,79.26624767516171
2020-07-31,752664,1946,Debit,274.2972484741869,41640.189720967115,16,Sales,816438,Check,45.36044137391543,60.38030788437534
2020-08-01,554589,3621,Credit,2592.0385182931345,36874.00773530483,56,Finance,581862,Credit Card,131.34773850096764,49.33415880523805
2020-08-02,237848,2464,Debit,1999.2166342655707,18397.011766145955,76,Sales,176290,Cash,437.38303127699675,4.006908634826667
2020-08-03,717075,1193,Debit,2363.5399896876834,35217.24670415107,31,HR,156633,Check,64.45129253674948,98.43219788140412
2020-08-04,227948,1846,Debit,4958.7832034643425,20365.09038918854,88,Finance,913087,Credit Card,359.99840131372315,38.348112257504255
